Age,Workclass,Education,Marital Status,Occupation,Race,Sex,Hours/Week,Native Country,Yearly Income
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
47,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
48,State-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,61,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Sales,White,Male,52,United-States,>50K
24,Private,11th,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Female,40,United-States,>50K
31,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,52,United-States,>50K
61,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,>50K
50,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,84,United-States,>50K
26,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,45,United-States,>50K
51,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Black,Female,40,United-States,>50K
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
61,Private,Some-college,Married-civ-spouse,Tech-support,White,Female,40,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
56,Private,HS-grad,Married-civ-spouse,Sales,White,Male,36,United-States,>50K
69,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
38,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,36,United-States,>50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
56,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,45,United-States,>50K
68,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
28,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,38,United-States,>50K
25,Private,Some-college,Never-married,Transport-moving,White,Male,50,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,60,United-States,>50K
46,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
33,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,>50K
38,Private,Bachelors,Never-married,Sales,White,Female,45,United-States,>50K
67,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
60,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
29,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
65,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
41,State-gov,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,>50K
33,Private,Some-college,Married-civ-spouse,Transport-moving,Black,Male,40,United-States,>50K
52,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
40,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
47,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,Cuba,>50K
34,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
49,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
71,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
57,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
39,Private,Bachelors,Never-married,Exec-managerial,White,Male,50,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
38,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,Male,60,Cuba,>50K
51,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
51,Self-emp-inc,Prof-school,Divorced,Prof-specialty,White,Male,60,United-States,>50K
39,State-gov,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,>50K
39,Private,Some-college,Married-spouse-absent,Craft-repair,White,Male,40,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
40,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,50,United-States,>50K
43,State-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
44,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
46,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
53,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
64,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,China,>50K
54,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
64,Private,Doctorate,Widowed,Prof-specialty,White,Male,80,United-States,>50K
49,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
29,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
47,Private,Prof-school,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
59,Self-emp-inc,Assoc-voc,Divorced,Prof-specialty,White,Male,50,United-States,>50K
42,State-gov,Masters,Married-civ-spouse,Adm-clerical,Amer-Indian-Eskimo,Male,40,United-States,>50K
44,Private,Masters,Divorced,Exec-managerial,White,Male,45,United-States,>50K
60,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
44,Federal-gov,Bachelors,Divorced,Tech-support,White,Male,40,United-States,>50K
33,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
52,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,52,United-States,>50K
45,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
43,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
53,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,44,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,43,United-States,>50K
44,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
47,Private,Bachelors,Never-married,Sales,Black,Male,60,United-States,>50K
54,Private,HS-grad,Never-married,Exec-managerial,White,Male,40,United-States,>50K
32,Private,Bachelors,Divorced,Exec-managerial,White,Female,48,United-States,>50K
79,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,20,United-States,>50K
50,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Female,40,United-States,>50K
45,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,50,United-States,>50K
66,Private,Bachelors,Married-civ-spouse,Sales,White,Male,5,United-States,>50K
39,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
34,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
37,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,White,Female,60,United-States,>50K
43,Private,Some-college,Married-civ-spouse,Sales,White,Male,38,United-States,>50K
53,Private,7th-8th,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,50,England,>50K
48,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
34,Private,Some-college,Married-civ-spouse,Tech-support,Black,Male,40,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
50,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
27,Private,Bachelors,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,40,India,>50K
35,Private,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Male,70,United-States,>50K
56,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
55,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
45,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
41,Private,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
36,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,White,Male,40,United-States,>50K
65,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
33,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
49,State-gov,Some-college,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
34,Private,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,India,>50K
47,Private,Assoc-voc,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
54,State-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
34,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
46,Private,11th,Married-civ-spouse,Other-service,Black,Female,35,United-States,>50K
34,Private,Assoc-acdm,Divorced,Sales,White,Male,50,United-States,>50K
47,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
39,Private,Some-college,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,84,United-States,>50K
57,Self-emp-inc,Masters,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
36,Private,Masters,Married-civ-spouse,Adm-clerical,White,Male,40,Japan,>50K
32,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
27,Private,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
38,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
45,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,84,United-States,>50K
34,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
32,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
64,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,60,Taiwan,>50K
27,Private,Some-college,Married-civ-spouse,Sales,White,Female,42,United-States,>50K
34,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,32,Canada,>50K
54,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
48,Private,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
40,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,Philippines,>50K
36,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,65,United-States,>50K
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
39,Private,Some-college,Married-civ-spouse,Adm-clerical,Black,Female,50,United-States,>50K
26,Private,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,>50K
51,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
61,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
29,Private,Bachelors,Never-married,Sales,White,Female,35,United-States,>50K
41,Private,Assoc-acdm,Married-civ-spouse,Tech-support,White,Male,75,United-States,>50K
41,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Black,Female,40,United-States,>50K
59,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
54,Local-gov,Masters,Never-married,Prof-specialty,White,Female,32,United-States,>50K
32,Self-emp-inc,Bachelors,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,50,Iran,>50K
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,70,United-States,>50K
35,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
44,State-gov,Masters,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
28,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,70,United-States,>50K
74,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,35,United-States,>50K
61,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
47,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,40,Iran,>50K
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,45,United-States,>50K
36,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Female,36,United-States,>50K
40,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
43,Private,Masters,Married-civ-spouse,Exec-managerial,White,Female,32,United-States,>50K
49,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
41,Private,Bachelors,Separated,Prof-specialty,Black,Female,60,United-States,>50K
35,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Male,99,United-States,>50K
40,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,60,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Black,Male,40,United-States,>50K
36,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,60,Yugoslavia,>50K
42,Federal-gov,Assoc-voc,Divorced,Adm-clerical,Black,Female,40,United-States,>50K
45,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
30,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,48,United-States,>50K
32,Private,Prof-school,Never-married,Sales,White,Female,50,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
35,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
48,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
40,Local-gov,Prof-school,Never-married,Exec-managerial,White,Male,60,United-States,>50K
34,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
55,Local-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
47,Private,HS-grad,Separated,Prof-specialty,Black,Female,38,United-States,>50K
60,Private,Some-college,Married-spouse-absent,Machine-op-inspct,White,Male,50,United-States,>50K
49,Private,Masters,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
53,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
31,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,40,Cuba,>50K
43,Private,Bachelors,Married-civ-spouse,Sales,White,Male,55,United-States,>50K
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Female,50,United-States,>50K
58,Private,HS-grad,Divorced,Craft-repair,White,Male,48,United-States,>50K
65,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
51,Private,Assoc-acdm,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
26,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,58,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
31,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,90,United-States,>50K
50,Local-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
54,Private,HS-grad,Divorced,Transport-moving,White,Male,56,United-States,>50K
40,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
42,Self-emp-inc,Some-college,Divorced,Exec-managerial,White,Male,90,United-States,>50K
58,Private,Some-college,Divorced,Adm-clerical,Black,Female,55,United-States,>50K
69,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,42,United-States,>50K
34,Private,Bachelors,Separated,Sales,White,Male,50,United-States,>50K
64,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
41,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
53,Local-gov,Masters,Married-civ-spouse,Adm-clerical,White,Male,38,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,60,United-States,>50K
49,State-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,>50K
54,Private,Some-college,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
52,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,45,El-Salvador,>50K
49,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,White,Male,70,United-States,>50K
42,Private,Some-college,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
51,Private,Some-college,Married-civ-spouse,Tech-support,White,Female,40,United-States,>50K
47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
25,Private,Some-college,Married-civ-spouse,Exec-managerial,Black,Female,40,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K
36,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Female,50,United-States,>50K
47,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
52,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,>50K
50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
53,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
42,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,32,United-States,>50K
32,State-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
29,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,60,Germany,>50K
48,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
36,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,80,United-States,>50K
53,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
53,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
45,Private,Doctorate,Divorced,Prof-specialty,White,Male,45,United-States,>50K
38,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
54,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
66,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Black,Male,35,Jamaica,>50K
41,Federal-gov,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,>50K
51,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Black,Male,40,United-States,>50K
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
29,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
24,Local-gov,Some-college,Never-married,Tech-support,White,Male,50,United-States,>50K
46,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
35,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,48,United-States,>50K
26,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
31,State-gov,Masters,Divorced,Exec-managerial,White,Female,50,United-States,>50K
49,Private,12th,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
40,Private,Assoc-acdm,Divorced,Exec-managerial,White,Female,40,United-States,>50K
50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Female,36,United-States,>50K
61,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,34,United-States,>50K
49,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
51,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
48,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,42,United-States,>50K
63,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
73,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,36,United-States,>50K
54,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
41,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
38,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
37,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
35,State-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
37,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,White,Male,42,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,40,Vietnam,>50K
43,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,70,United-States,>50K
61,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,40,United-States,>50K
42,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
36,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,57,United-States,>50K
58,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,48,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,65,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,60,United-States,>50K
28,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
57,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,White,Male,60,Hungary,>50K
32,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,44,United-States,>50K
36,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
34,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,56,United-States,>50K
58,State-gov,Doctorate,Never-married,Exec-managerial,White,Female,43,United-States,>50K
53,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,40,Greece,>50K
35,Private,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,50,United-States,>50K
51,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,10,United-States,>50K
40,Self-emp-not-inc,Bachelors,Married-AF-spouse,Prof-specialty,White,Male,50,United-States,>50K
55,Private,9th,Divorced,Craft-repair,White,Female,37,United-States,>50K
57,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,>50K
49,Private,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
30,State-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,50,United-States,>50K
48,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,24,United-States,>50K
60,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
37,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
38,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,38,United-States,>50K
59,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
47,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Female,45,United-States,>50K
39,Local-gov,HS-grad,Divorced,Handlers-cleaners,White,Male,40,United-States,>50K
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
50,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
45,Federal-gov,Masters,Divorced,Exec-managerial,White,Male,40,United-States,>50K
46,Self-emp-inc,Masters,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
56,Private,7th-8th,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
25,Private,Some-college,Married-civ-spouse,Adm-clerical,Black,Female,40,United-States,>50K
58,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
56,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,45,United-States,>50K
34,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,50,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
